order_id,date_id,product_id,location_id,fulfilment_id,qty,amount
408-2459681-0669102,24,693,1790,3,1,5.686999999999999
171-5824973-2415510,24,90,3104,1,1,7.656
171-7078436-2491537,24,2567,1627,3,1,4.543
408-6696732-9875559,24,1380,3077,1,1,0.0
403-4832016-9984323,24,2096,3883,3,1,12.089
406-5533935-7992327,24,77,3884,1,1,13.046
405-9201791-2032336,24,359,523,3,1,3.872
403-0022440-2585153,24,570,3885,3,1,8.668
402-1904148-6110717,24,759,3886,3,1,5.356999999999999
406-4180656-9401959,24,560,160,3,1,5.037999999999999
402-3713097-7049966,24,853,102,3,1,3.883
402-1085927-3780361,24,2980,3887,5,1,7.326
402-1275542-4553931,24,879,554,3,1,7.975
407-3713220-8389921,24,3254,3795,5,1,10.329
405-1561298-4557160,24,1955,2538,3,1,3.421
406-2374837-7824318,24,278,2365,3,1,8.700999999999999
404-0086591-2721961,24,147,520,3,1,3.883
402-2037005-1050746,24,1270,3888,5,1,10.659
408-4030355-7334758,24,273,3746,5,1,8.349
407-4495219-8391520,24,3319,207,1,1,7.930999999999999
406-5379830-2391569,24,1602,1563,1,1,8.096
406-9500238-2441119,24,3320,2365,3,1,7.59
407-2637782-8271558,24,3008,207,4,0,6.666
402-1171526-7641930,24,860,134,3,1,5.94
403-1138293-2179562,24,2137,481,5,1,5.356999999999999
403-1138293-2179562,24,2707,481,5,1,6.589
403-3870678-3953147,24,514,3485,3,1,12.089
171-0126303-9495529,24,1847,1669,3,1,5.093
406-5856549-7992311,24,2687,3889,1,1,5.236
408-0711516-2741948,24,3084,2854,3,1,6.247999999999999
406-3306641-3860354,24,257,233,1,1,8.184
403-0310801-3625102,24,316,3890,3,1,4.388999999999999
403-0310801-3625102,24,267,3890,3,1,5.181
406-7287975-2265927,24,2023,669,3,1,6.039
405-2673871-6859528,24,117,3891,3,1,12.265
403-7967212-8261149,24,3020,2540,3,1,4.388999999999999
408-9682502-8507530,24,1824,2294,3,1,6.875
407-6480466-9513126,24,453,3892,3,1,12.232
407-6480466-9513126,24,164,3892,3,1,12.232
402-5857395-1475519,24,421,1303,3,1,8.668
408-5757316-6103515,24,311,1222,3,1,4.752
406-3122405-3583537,24,555,1423,3,1,6.566999999999999
407-3739203-9248360,24,3321,3893,3,1,7.523999999999999
407-3739203-9248360,24,2296,3893,3,1,10.989
407-3739203-9248360,24,2219,3893,3,1,8.679
407-3655952-9677107,24,592,3893,3,1,11.363
407-2677445-9341923,24,1863,2099,3,1,6.039
406-8034736-1336311,24,3322,3894,1,1,5.994999999999999
402-7337153-8306721,24,6,1192,1,1,4.388999999999999
406-0292071-6950730,24,210,406,5,1,6.193
405-5500217-0111519,24,870,13,3,1,13.046
403-8340114-5634700,24,880,1805,3,1,6.226
403-8340114-5634700,24,275,1805,3,1,8.184
402-0263061-4833141,24,1252,432,3,1,6.193
402-7739412-6117164,24,325,3895,1,1,6.039
405-0679405-8006754,24,2329,1219,3,1,7.479999999999999
404-9738227-1850705,24,1287,593,3,1,8.184
404-6146639-0171527,24,43,991,3,1,12.232
406-1931294-7129963,24,364,1260,3,1,8.668
402-3735346-3918727,24,45,3896,3,1,4.718999999999999
408-7088896-2349948,24,3323,1476,3,1,5.423
404-5032367-4354757,24,1422,2625,3,1,4.048
402-2356784-3509933,24,588,858,3,1,7.656
408-2982898-6360309,24,1475,135,1,1,7.050999999999999
402-3899274-4429121,24,160,2724,3,1,6.885999999999999
404-7160408-0818712,24,1056,2139,3,1,3.883
403-3789264-3373113,24,2692,796,1,1,5.489
406-1634416-7340304,24,537,1946,3,1,6.885999999999999
402-4800276-9945132,24,565,3897,3,1,5.874
402-6401761-0306747,24,481,399,1,1,7.281999999999999
408-2656986-1641958,24,291,1363,1,1,0.0
404-7526158-3713924,24,3324,74,3,1,7.314999999999999
403-7178526-5112341,24,704,87,3,1,4.785
408-1939225-7100359,24,482,1363,1,1,0.0
408-5152891-3345106,24,108,550,3,1,8.876999999999999
171-5660908-3867532,24,3020,1374,3,1,4.388999999999999
408-0792202-2549132,24,1621,2555,3,1,12.639
403-1037215-8329130,24,88,1057,3,1,7.656
406-7423557-2095545,24,2972,666,1,1,6.742999999999999
406-7423557-2095545,24,270,666,1,1,8.096
406-7423557-2095545,24,3325,666,1,1,5.994999999999999
405-6558041-6677112,24,378,252,3,1,3.619
171-9526146-5844343,24,1232,396,3,1,4.752
171-7612013-3519519,24,1874,396,1,1,4.136
403-2612074-7598710,24,267,3898,3,1,5.181
171-7184769-5140357,24,2038,1429,3,1,8.184
406-7936404-8747551,24,530,816,1,1,8.184
406-1105431-3492360,24,3326,3826,1,1,5.181
171-7476281-7979528,24,3327,3044,1,1,5.489
403-9557796-5622730,24,756,3899,3,1,15.268
407-7547237-9437122,24,27,481,3,1,8.184
403-9740721-0336339,24,455,373,3,1,5.037999999999999
402-4699189-6933942,24,1125,1255,3,1,12.232
171-3023510-2302735,24,1472,1082,3,1,4.465999999999999
407-1309553-2843558,24,704,3900,3,1,4.785
406-7559025-0132322,24,318,3901,3,1,5.686999999999999
404-3736820-5481920,24,195,3902,3,1,6.566999999999999
171-2188170-0074736,24,1319,3903,3,1,5.049
405-8832439-4307526,24,795,3904,3,1,4.388999999999999
407-1105586-9513918,24,1234,3900,1,1,4.906
405-4758287-6517967,24,3210,3905,4,0,6.666
406-5907165-4025954,24,1104,2489,1,1,5.489
406-2984392-6579510,24,1916,2489,3,1,5.489
408-6603848-8241965,24,566,2808,3,1,4.785
171-6694196-2340352,24,41,545,3,1,8.668
171-6694196-2340352,24,495,545,3,1,9.768
403-6606806-5023506,24,1684,1584,1,1,6.885999999999999
403-6606806-5023506,24,508,1584,1,1,5.049
402-9990522-3776334,24,955,523,5,1,6.885999999999999
402-9990522-3776334,24,430,523,5,1,6.589
408-3675369-7629135,24,988,520,3,1,5.181
405-1331792-0303529,24,1049,739,3,1,10.076
405-5842456-6069969,24,255,3906,3,1,8.668
404-5854493-2219526,24,3328,165,3,1,9.075
408-9440622-2325959,24,3329,3907,1,1,4.388999999999999
406-7140191-3209938,24,1122,30,3,1,5.037999999999999
403-7143827-0205105,24,63,1994,3,1,4.752
403-6252127-3901951,24,3330,1994,3,1,9.075
403-5429673-1329169,24,163,1994,3,1,5.632
403-1275417-2357939,24,11,115,4,0,6.666
404-8102215-7092315,24,396,136,3,1,9.768
407-8177793-2777955,24,27,481,5,1,8.184
404-1924187-5801937,24,1849,266,3,1,12.639
406-8994481-3232361,24,618,719,1,1,4.388999999999999
405-0242963-0182742,24,3331,2630,3,1,2.739
403-8981194-5517935,24,583,614,5,1,10.329
171-3916040-8522720,24,3150,137,5,1,8.69
404-7170189-2380303,24,863,136,5,1,15.752
407-4210506-2706708,24,2006,6,3,1,5.214
171-6965706-4772300,24,1472,1082,5,1,4.465999999999999
402-6536201-0121153,24,3332,262,1,1,14.718
406-8542779-3277147,24,322,1566,3,1,8.668
406-4321377-6093930,24,1346,3908,1,1,5.049
171-1030814-4561152,24,953,172,4,0,6.666
405-5538834-6089108,24,741,1308,3,1,8.668
406-2587009-2887529,24,2973,247,3,1,3.289
407-8863501-2068339,24,2247,455,1,1,3.619
406-2928711-2971555,24,698,523,4,0,6.666
407-7297192-8270705,24,826,809,1,1,7.59
406-6858166-4049128,24,3174,1835,3,1,12.386
405-8096420-0060306,24,744,345,1,1,7.59
403-0032274-6751564,24,167,3909,1,1,6.566999999999999
404-7933213-1363513,24,195,3902,5,1,6.566999999999999
402-7453703-5061155,24,545,3910,1,1,4.388999999999999
407-8641206-2325916,24,20,218,3,1,6.885999999999999
171-4289351-3904301,24,1787,3911,3,1,6.247999999999999
406-8326675-2406707,24,3256,2825,3,1,3.982
171-8134889-1767515,24,897,2799,3,1,4.388999999999999
408-9014854-4629957,24,584,1795,3,1,5.686999999999999
403-6816640-5861957,24,530,2272,1,1,8.184
405-4870716-8510738,24,1916,2489,4,0,6.666
407-1974388-3681907,24,277,331,1,1,8.349
402-2836116-6557156,24,1585,1300,3,1,9.614
407-6934474-9044362,24,3333,1443,3,1,3.509
407-7745799-0478757,24,704,345,3,1,4.785
406-6741370-7930737,24,630,55,3,1,4.465999999999999
406-6741370-7930737,24,853,55,3,1,3.883
171-3248234-6677933,24,744,248,1,1,7.59
407-7480976-9689911,24,248,349,1,1,8.184
407-3916220-3269100,24,3150,3912,3,1,8.69
407-6496993-7217954,24,1070,406,1,1,8.712
407-6496993-7217954,24,1266,406,1,1,10.648
402-6805141-6262715,24,1385,3913,3,1,8.811
404-1173579-9372336,24,976,855,3,1,4.752
405-1375530-3035513,24,291,593,1,1,4.388999999999999
408-4395802-6594755,24,3334,3914,1,1,13.343
408-4395802-6594755,24,1479,3914,1,1,7.281999999999999
402-8604637-3731544,24,16,3856,4,0,6.666
404-1501427-7744347,24,267,3915,3,1,5.181
171-4662144-2717914,24,267,3916,3,1,5.181
402-9710636-8493924,24,3335,1525,1,1,3.927
402-9710636-8493924,24,2165,1525,1,1,4.136
407-6665979-8899565,24,90,1265,1,1,7.656
408-6457625-4140330,23,753,1912,3,1,8.349
405-8804675-1210757,23,1444,1027,3,1,7.326
407-4750036-3663536,23,120,1031,3,1,6.566999999999999
405-6367146-2666758,23,1615,1038,5,1,3.927
406-4992592-9980348,23,904,814,3,1,9.889
408-8475308-5941931,23,3336,646,1,1,7.688999999999999
402-5598790-3423535,23,1270,3888,5,1,10.659
405-4127142-3660341,23,61,3917,3,1,4.136
171-0966892-5369154,23,430,3918,3,1,6.589
407-4208998-5003515,23,806,615,1,1,5.94
405-8825493-3381965,23,288,3491,3,1,9.064
405-8825493-3381965,23,953,3491,3,1,8.668
171-5145809-3047548,23,1916,430,4,0,6.666
406-2269440-4907565,23,107,976,1,1,8.876999999999999
407-2868802-7685901,23,1613,3919,1,1,5.049
407-2653877-2016339,23,1454,3919,3,1,5.181
402-4156913-6633935,23,3337,1224,1,1,10.989
171-8309657-4717102,23,121,475,3,1,9.064
404-0996421-6017917,23,112,3581,1,1,6.566999999999999
171-5845437-2553167,23,422,413,3,1,9.075
171-9437924-4581918,23,1463,3920,1,1,6.589
408-6347752-5525157,23,177,30,5,1,8.184
405-4513643-6569149,23,3338,1330,1,1,5.489
408-0116982-5482755,23,1087,7,3,1,9.416
408-5022631-8291503,23,907,3647,4,0,6.666
405-7949972-1749165,23,2023,291,3,1,6.039
402-7493583-9017159,23,1574,1123,3,1,4.465999999999999
407-9613341-3853913,23,2913,26,1,1,12.089
403-4482530-5106726,23,2226,668,1,1,4.388999999999999
408-6730697-3452361,23,920,3921,3,1,6.984999999999999
407-8018276-0651503,23,642,329,1,1,5.423
407-8018276-0651503,23,406,329,1,1,6.875
407-4998027-7477110,23,1522,401,1,1,5.698
171-6344617-1528369,23,2267,313,3,1,7.534999999999999
402-2959486-6948332,23,3339,2380,3,1,10.989
405-6406941-4577910,23,2944,3922,1,1,4.136
403-3580687-2092358,23,1020,3923,1,1,7.930999999999999
404-3475612-7451519,23,453,804,3,1,12.232
406-0123677-1198732,23,2120,1852,3,1,16.093
406-9763799-7040304,23,63,1820,3,1,4.752
171-5972860-6549107,23,2880,1657,3,1,6.731999999999999
171-4691699-6398709,23,3340,3924,3,1,4.862
407-0255585-7987560,23,275,58,3,1,8.184
407-5941700-3334761,23,278,58,4,0,6.666
171-1651210-9050740,23,3341,829,1,1,6.941
171-4176102-3668301,23,824,3925,1,1,8.700999999999999
404-9511732-2278720,23,11,1256,3,1,4.388999999999999
405-0330837-6528371,23,528,643,3,1,6.247999999999999
408-3690543-7527527,23,2455,26,4,0,6.666
404-3960166-1033921,23,3342,368,3,1,8.392999999999999
171-0142333-5967554,23,988,252,3,1,5.181
407-9339157-1321915,23,224,307,3,1,10.648
407-8674347-0649917,23,499,307,1,1,12.386
408-2478856-5545125,23,562,832,1,1,4.388999999999999
408-9359382-0429948,23,1385,1443,3,1,8.811
408-9359382-0429948,23,951,1443,3,1,8.811
407-8360057-9443500,23,123,338,3,1,4.862
408-0833467-3365127,23,1914,40,3,1,6.875
407-2349585-1517942,23,646,3926,3,1,5.489
404-8461727-6654750,23,1345,750,3,1,4.388999999999999
404-8461727-6654750,23,26,750,3,1,4.388999999999999
171-5753280-0949135,23,2520,1408,1,1,3.498
406-8860741-3421121,23,753,2150,1,1,8.349
406-3479392-5131508,23,2265,2150,3,1,9.746
402-6270142-6403552,23,2286,2906,1,1,5.731
402-1874504-4909103,23,708,233,3,1,5.037999999999999
406-0198458-0713906,23,370,111,3,1,8.184
408-6585605-6885940,23,3343,2554,3,1,3.245
402-3875005-2933968,23,279,34,3,1,8.184
406-6971669-6941137,23,152,1206,3,1,5.686999999999999
404-4551298-1869912,23,319,2570,1,1,9.768
406-3391045-7717122,23,277,919,1,1,8.349
403-4897708-2441965,23,257,330,1,1,8.184
405-9708441-4653900,23,194,18,3,1,4.388999999999999
407-8371802-1194700,23,450,3927,3,1,6.247999999999999
403-0161058-4593931,23,566,3510,3,1,4.785
403-0161058-4593931,23,3236,3510,3,1,4.609
403-0161058-4593931,23,1435,3510,3,1,8.349
403-9977424-4913928,23,1231,3928,3,1,6.193
404-0386620-0825168,23,1355,2096,3,1,3.872
408-3707763-8489964,23,477,500,3,1,8.668
408-1718274-5693120,23,3344,228,3,1,12.089
402-0274915-4909102,23,3345,1146,3,1,8.184
407-2158911-9729131,23,783,3779,3,1,12.265
407-1801022-5722734,23,393,3779,1,1,9.999
407-1801022-5722734,23,2481,3779,1,1,8.261
171-2765941-5299547,23,48,1952,1,1,7.194
405-1517981-1854763,23,1526,2051,3,1,5.356999999999999
407-2878023-4746735,23,3346,573,5,1,6.193
408-4754181-6381963,23,3196,1156,3,1,6.401999999999999
406-8561579-6851506,23,2913,764,1,1,12.089
407-4143378-9209914,23,1709,3929,1,1,14.718
404-3652992-4829168,23,2748,2805,4,0,6.666
405-9031233-5776343,23,2772,2559,1,1,9.163
408-1042655-6898743,23,2838,175,1,1,12.903
407-2589752-7384347,23,3347,3930,3,1,5.994999999999999
408-0398701-1181912,23,795,1062,3,1,4.388999999999999
405-8270159-3885138,23,2182,2954,1,1,10.329
171-0943205-9478739,23,208,799,3,1,3.245
171-0943205-9478739,23,1056,799,3,1,3.883
406-8239146-7036304,23,445,723,3,1,6.566999999999999
407-6943444-4770724,23,1342,1504,3,1,6.247999999999999
171-9509922-4771514,23,3348,357,3,1,5.236
404-5199603-2626732,23,1056,19,3,1,3.883
408-3405311-5350724,23,267,669,3,1,5.181
405-4008621-5789926,23,2557,503,3,1,3.619
404-9008517-4100330,23,669,96,3,1,7.194
406-1430246-0828314,23,2007,552,5,1,16.093
404-3787196-9668316,23,3150,402,3,1,8.69
407-8031104-7856310,23,1231,1697,3,1,6.193
408-4794275-1105161,23,3349,60,3,1,5.181
402-1337432-8231536,23,177,3931,3,1,8.184
171-3436412-1836369,23,963,165,3,1,6.731999999999999
405-3549719-3295560,23,3350,1697,3,1,12.903
405-3549719-3295560,23,1125,1697,3,1,12.232
407-9162146-7741945,23,41,6,3,1,8.668
402-1376923-4270738,23,702,3932,3,1,4.718999999999999
402-8935180-5991563,23,84,20,1,1,5.356999999999999
402-7453333-6778710,23,954,20,1,1,5.037999999999999
171-3354642-9140365,23,1110,165,4,0,6.666
171-1042555-7768336,23,60,165,3,1,9.064
404-5344837-1564354,23,1398,3772,5,1,18.128
407-1983063-3632341,23,795,3933,3,1,4.388999999999999
405-4249807-5921936,23,654,3934,5,1,6.589
408-0611888-4325113,23,3351,2714,3,1,5.356999999999999
171-7785349-0705959,23,793,2461,3,1,6.566999999999999
404-7062116-8274720,23,1793,1185,3,1,7.656
405-7738187-6028314,23,28,175,3,1,5.489
405-9405513-9366761,23,1156,3935,3,1,4.785
408-0750273-1657146,23,1135,3936,3,1,5.049
405-6038685-1191500,23,793,1658,3,1,6.566999999999999
407-4947103-4104353,23,2356,3628,3,1,6.039
406-5811238-1143531,23,1343,504,3,1,6.984999999999999
406-3708959-9933962,23,1782,437,3,1,13.2
404-6947084-5673905,23,786,1816,3,1,8.349
408-3429144-5461136,23,1874,2071,1,1,4.136
402-7066172-7693140,23,2054,3840,3,1,5.444999999999999
403-4823743-6997918,23,3119,169,1,1,4.136
403-4823743-6997918,23,2359,169,1,1,2.849
403-0736385-1331568,23,1099,1395,3,1,6.984999999999999
403-5207483-3917948,23,1706,362,4,0,6.666
406-8043439-9301956,23,3352,437,3,1,3.201
405-6265799-4376341,23,164,878,3,1,12.232
408-5229712-4449919,23,1503,455,3,1,3.729
171-2059693-6708311,23,1433,3937,4,0,6.666
408-6798567-9770761,23,124,3938,3,1,4.388999999999999
408-1706841-3050750,23,2455,845,4,0,6.666
402-7397258-9513963,23,2422,992,3,1,5.181
171-3093266-5261163,23,449,3939,1,1,5.346
404-8127662-7725119,23,1398,3772,4,0,6.666
406-3155835-2987502,23,3353,552,3,1,6.731999999999999
404-0994666-7716304,23,1376,64,3,1,4.388999999999999
408-5603372-7238748,23,164,2599,3,1,12.232
406-7214550-8202758,23,477,187,3,1,8.668
406-6280995-1539559,23,1143,413,3,1,13.189
403-4827738-9959543,23,1277,64,3,1,5.686999999999999
403-0462635-2021955,23,1373,2889,3,1,12.793
408-0319235-6376315,23,3354,9,3,1,18.128
404-0270846-5733174,23,818,1676,1,1,12.265
404-9054193-8637912,23,45,3940,3,1,4.718999999999999
171-1244117-5225920,23,169,747,3,1,7.314999999999999
408-1221861-2573154,23,2519,3713,3,1,3.619
406-8273391-4577921,23,138,3941,3,1,4.136
406-8273391-4577921,23,474,3941,3,1,3.993
406-2880872-1705103,23,2469,3941,1,1,4.752
405-7984244-9061136,23,28,175,4,0,6.666
405-0418754-9651541,23,522,3912,3,1,10.45
171-9995000-9178718,23,16,1924,1,1,4.388999999999999
171-1481500-8632348,23,552,317,3,1,6.247999999999999
406-2674914-5337128,23,315,3942,1,1,12.089
402-4310787-3598721,23,1392,1231,3,1,5.489
408-3094232-0016326,23,278,3439,3,1,8.700999999999999
408-8544708-5222730,23,90,3943,1,1,0.0
406-6995055-0893903,23,694,545,3,1,6.314
408-1679758-1095542,23,2008,144,3,1,4.62
405-3422352-7825149,23,702,37,3,1,4.718999999999999
405-3422352-7825149,23,2045,37,3,1,3.762
403-7802281-1110703,23,88,1057,4,0,6.666
171-8453770-6354748,23,2505,1669,3,1,7.930999999999999
408-1702547-8015536,23,380,2053,1,1,13.046
405-0327130-2169973,23,806,1408,1,1,5.94
407-8109833-8700344,23,590,1964,3,1,4.752
404-8006847-7906721,23,322,1640,3,1,8.668
408-7960563-7983564,23,453,307,3,1,12.232
408-2478743-2449900,23,1043,2127,3,1,5.874
407-9619426-5486750,23,3355,399,3,1,4.609
407-6942255-9281126,23,6,3944,1,1,4.388999999999999
404-4075529-3335508,23,28,3945,3,1,5.489
406-0412244-3880339,23,190,1108,1,1,7.194
407-4767458-8355523,23,190,423,1,1,7.194
406-0780626-5269125,23,2267,176,3,1,7.534999999999999
404-1637069-4619563,23,440,3841,5,1,6.566999999999999
407-0845269-0293961,23,2289,3946,3,1,7.930999999999999
403-1459982-8956315,23,120,953,3,1,6.566999999999999
402-7454557-7747534,23,458,3947,3,1,8.811
406-1354937-1545929,23,350,386,1,1,4.388999999999999
408-3443461-9059526,23,3256,3099,1,1,0.0
406-6603918-1007552,23,582,814,3,1,7.930999999999999
408-0896250-8421150,23,48,1044,1,1,7.194
171-9567588-2248317,23,58,3948,3,1,3.245
408-9690571-4203560,23,453,158,3,1,12.232
404-8939365-1633131,23,3247,1394,3,1,9.449
405-8786058-5893140,23,333,276,1,1,5.698
171-2208361-8318767,23,552,317,5,1,6.247999999999999
404-5515080-6340317,23,1446,2265,3,1,6.984999999999999
407-2708965-1041121,23,29,1799,1,1,18.645
405-9925154-0728340,23,3356,2541,3,1,6.159999999999999
405-9925154-0728340,23,3031,2541,3,1,9.163
405-7922967-0109148,23,254,2541,3,1,12.463
405-7922967-0109148,23,3357,2541,3,1,8.789
405-2517440-9139520,23,41,2541,3,1,8.668
405-2517440-9139520,23,997,2541,3,1,15.752
408-0234648-0815540,23,1135,3936,4,0,6.666
407-8242213-3665154,23,3358,36,3,1,6.589
407-3344499-9649941,23,150,251,1,1,12.265
404-5860689-0386731,23,1365,365,3,1,4.388999999999999
407-5054688-5174728,23,169,3949,4,0,6.666
407-4411048-7907533,23,3359,3950,3,1,5.489
171-5233552-7236310,23,197,334,3,1,5.324
407-7233347-0734706,23,892,2443,1,1,12.265
171-2322041-6407552,23,380,3290,1,1,13.046
402-5816163-7278763,23,1200,1715,3,1,3.201
408-1725238-1479518,23,649,3413,3,1,15.268
404-3523711-5705100,23,745,3951,3,1,6.984999999999999
408-0644565-6105963,23,3315,2022,3,1,5.489
171-4479834-7237911,23,3038,1382,3,1,12.089
403-0165681-1041959,23,3360,3952,3,1,5.819
408-1894490-1112307,23,3361,3234,3,1,7.095
405-7843449-3124316,23,3362,26,3,1,7.930999999999999
405-1148455-8381159,23,2077,3953,1,1,8.481
402-3776937-8540320,23,2265,689,3,1,9.746
405-5559427-9353915,23,379,271,3,1,6.875
406-0145345-2873129,23,46,3942,1,1,4.388999999999999
404-4621572-6417906,23,444,896,3,1,5.489
408-6990380-8567500,23,795,885,3,1,4.388999999999999
403-6705116-4860326,23,254,123,3,1,12.463
407-7763402-0345118,23,3363,906,1,1,7.127999999999999
407-1627427-3726714,23,3364,906,3,1,5.686999999999999
402-7121201-5057905,23,421,813,3,1,8.668
405-1651791-7151509,23,177,804,3,1,8.184
407-2983277-2300342,23,2104,1704,3,1,6.589
403-1990879-6393908,23,1659,694,3,1,5.621
407-7261383-8327567,23,138,96,3,1,4.136
407-4276653-7266727,23,380,660,1,1,13.046
407-7127753-8580358,23,350,330,1,1,4.388999999999999
406-1321861-5940306,23,560,3954,3,1,5.037999999999999
408-5610165-8736312,23,3365,3713,6,1,0.0
406-8948934-6435503,23,3366,206,1,1,9.614
171-4284130-2692350,23,468,3955,3,1,12.54
403-3814011-7271517,23,1093,1449,3,1,4.653
403-9321796-7021163,23,41,458,3,1,8.668
171-0604761-2882764,23,1110,3956,3,1,6.731999999999999
408-4471412-6324328,23,863,3957,3,1,15.752
404-9908265-0718762,23,741,31,3,1,8.668
403-1757534-4128315,23,693,3958,3,1,5.686999999999999
402-9980999-3137157,23,228,3959,3,1,11.715
407-3654109-4137928,23,3256,2607,3,1,3.982
405-6952277-7396343,23,3367,3768,3,1,10.076
408-3080907-5019520,23,731,297,3,1,6.226
406-7868260-9761908,23,3072,196,1,1,7.523999999999999
403-4784324-2900323,23,2619,755,3,1,7.479999999999999
407-0817905-8907531,23,1979,1420,3,1,3.267
406-9303418-6752365,23,1998,34,3,1,9.317
408-4109216-3231538,23,3368,2464,3,1,8.096
405-9861485-6266706,23,668,1306,3,1,4.388999999999999
405-1261742-5728342,23,482,1306,1,1,6.247999999999999
402-1594696-5961905,23,747,203,3,1,5.94
171-6846116-3088344,23,3369,337,1,1,3.619
403-0852704-9201932,23,722,1231,3,1,5.356999999999999
402-0537232-7419549,23,2045,232,3,1,3.762
402-0537232-7419549,23,359,232,3,1,3.872
406-5367743-3064302,23,59,568,1,1,9.372
403-3170161-7084318,23,3370,22,3,1,7.59
405-0583184-0213909,23,3209,504,3,1,5.356999999999999
171-6444075-6708360,23,1819,3960,3,1,7.59
404-0595943-7488350,23,990,673,1,1,5.247
407-6810058-1917913,23,3371,198,1,1,14.289
402-2217123-4867559,23,2470,1672,1,1,6.742999999999999
402-8809270-0037914,23,3372,520,3,1,3.619
403-1328469-5324337,23,3373,3961,3,1,4.191
403-1328469-5324337,23,1376,3961,3,1,4.388999999999999
402-1241489-5522701,23,380,3962,1,1,13.046
407-9071121-1788314,23,2215,1108,3,1,9.746
S02-1862183-4415901,23,3208,641,9,1,6.666
406-7120182-8550708,23,1164,3900,1,1,6.589
171-9605770-8055516,23,698,2939,3,1,5.423
408-2164476-8831523,23,3374,376,1,1,4.609
408-0597517-2537918,23,1319,376,3,1,5.049
405-6998109-2669155,23,400,203,1,1,14.718
405-6998109-2669155,23,1455,203,1,1,12.089
406-7517863-1560303,23,3375,489,1,1,8.349
171-1144428-7254727,23,1342,845,1,1,6.247999999999999
408-2217340-8432359,23,880,165,3,1,6.226
403-8673228-0175502,23,398,228,3,1,10.648
402-3516838-9005135,23,3376,3540,3,1,12.639
403-7772690-9218726,23,575,1465,3,1,8.184
402-8973711-5381929,23,190,1066,1,1,7.194
402-4429736-5596358,23,1818,663,1,1,7.864999999999999
402-2206518-5324349,23,2809,663,3,1,6.996
407-2905979-9100336,23,477,3963,3,1,8.668
404-0288293-5432358,23,190,3541,1,1,7.194
408-0961191-8821164,23,156,3964,3,1,5.356999999999999
408-2598921-8725166,23,161,3965,3,1,6.193
402-8535697-6126703,23,959,623,3,1,7.183
402-5890087-0153954,23,1326,37,3,1,7.975
408-6153122-5891541,23,2336,1583,3,1,5.324
408-4121286-7158725,23,3050,1583,1,1,5.225
408-4121286-7158725,23,89,1583,1,1,5.489
407-7354666-4936362,23,138,3966,3,1,4.136
171-5414830-2641969,23,190,101,1,1,7.194
405-7161269-6629915,23,46,1610,1,1,4.388999999999999
402-1524939-1506742,23,474,2564,3,1,3.993
405-3659554-5921150,23,3377,1649,3,1,2.849
408-0032765-6131555,23,3378,3607,3,1,6.247999999999999
406-8948449-5407545,23,61,3967,3,1,4.136
402-2121377-1224304,23,1144,2671,3,1,3.762
402-9430060-7550730,23,1086,3968,1,1,3.476
402-8695178-1621141,23,1385,3969,4,0,6.666
171-4510598-7568311,23,3379,507,3,1,6.875
407-0534532-1274714,23,187,1525,3,1,4.125
406-2726884-7342725,23,379,778,3,1,6.875
405-4037080-9194702,23,3377,1649,4,0,6.666
403-6235861-3025938,23,194,747,3,1,4.388999999999999
404-6420113-7728341,23,2531,389,2,1,6.193
171-5743936-1004305,23,352,2360,1,1,11.363
408-9287744-3289160,23,90,3970,1,1,0.0
403-6449589-6507549,23,2111,317,1,1,10.989
403-6923241-4181918,23,3380,1109,1,1,2.849
404-0659125-1844368,23,195,3902,5,1,6.566999999999999
402-9635037-3777916,23,1782,2165,5,1,13.2
405-3149354-9608326,23,2853,1330,1,1,7.479999999999999
171-1934829-3122763,23,445,3971,3,1,6.566999999999999
402-9680716-9251526,23,786,431,3,1,8.349
407-2730410-2055519,23,3381,2489,1,1,4.257
403-4651926-8153159,23,854,229,4,0,6.666
404-3382657-7466737,23,582,1573,3,1,7.930999999999999
405-5779432-2493935,23,1030,1146,1,1,3.762
403-3221365-5178762,23,574,3972,1,1,5.225
405-6072212-7113141,23,2709,557,1,1,9.691
402-2342051-9126713,23,761,894,1,1,9.064
403-9178881-5049933,23,2076,1130,3,1,4.136
407-7071778-7959535,23,848,346,1,1,5.863
402-7271482-2933119,23,3382,3973,1,1,3.245
403-4939496-6121165,23,1501,3615,3,1,9.416
402-4767417-3430705,23,71,2559,3,1,3.619
403-1256781-9130742,23,316,2027,3,1,4.388999999999999
408-0663453-6401964,23,2048,2127,1,1,0.0
408-0750572-3479530,23,1885,111,3,1,0.0
408-8048189-9021121,23,275,3974,3,1,8.184
405-4781230-1545951,23,1340,2085,1,1,4.257
408-7512506-4024328,23,3383,1916,1,1,3.289
406-8618682-4213112,23,272,2943,3,1,12.463
402-7556856-8681163,23,267,3975,3,1,5.181
405-1088169-0848363,23,3384,3976,1,2,9.218
402-7548734-3747561,23,36,1264,1,1,4.388999999999999
403-2409705-1657918,23,440,694,3,1,6.566999999999999
171-2167111-1172339,23,164,1374,3,1,12.232
408-4141346-1173914,23,236,3653,3,1,12.54
408-4141346-1173914,23,3318,3653,3,1,6.028
408-4141346-1173914,23,784,3653,3,1,7.249
408-4141346-1173914,23,1076,3653,3,1,12.463
408-4141346-1173914,23,3385,3653,3,1,10.076
