Order_ID,Date,Status,Fulfilment,Sales_Channel,ship-service-level,Style,SKU,Category,Size,ASIN,Courier_Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
407-8203016-3301965,2022-06-29,Pending,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-L,Set,L,B0894XGSH9,Unshipped,1,USD,12.507,HYDERABAD,TELANGANA,500010,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
403-2594054-2491525,2022-06-29,Pending,Merchant,Amazon.in,Standard,SET317,SET317-KR-PP-L,Set,L,B09RKDTP7M,Unshipped,1,USD,13.189,HYDERABAD,TELANGANA,500029,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
408-0290780-7219508,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,USD,12.793,Kalyan west,MAHARASHTRA,421301,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
407-8915211-4389169,2022-06-29,Pending,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XL,kurta,XL,B09SDYL6L1,Unshipped,1,USD,7.975,Hyderabad,TELANGANA,500044,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-OKGJFROBK4ZB4,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
407-0239492-8430746,2022-06-29,Pending,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-XXXL,Western Dress,3XL,B09TH53Q68,Unshipped,1,USD,7.975,Bengaluru,KARNATAKA,560067,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
406-2842959-7327526,2022-06-29,Pending,Merchant,Amazon.in,Standard,J0379,J0379-SKD-L,Set,L,B09M6WZX2J,Unshipped,1,USD,14.311,NOIDA,UTTAR PRADESH,201309,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
405-9152425-3063535,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,J0002,J0002-SKD-S,Set,S,B0894XKKWY,Shipped,1,USD,12.375,MUMBAI,MAHARASHTRA,400054,IN,No-Promo,False,Others
171-9826680-1321168,2022-06-29,Pending,Amazon,Amazon.in,Expedited,JNE3659,JNE3659-TP-N-M,Top,M,B08ZH99ND2,Unshipped,1,USD,5.423,THAZHUTHALA,KERALA,691577,IN,No-Promo,False,Others
406-5124752-0191544,2022-06-29,Pending,Amazon,Amazon.in,Expedited,J0398,J0398-DR-XL,Western Dress,XL,B09SDX8985,Unshipped,1,USD,9.735,PATAN,Gujarat,384265,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-2915115-4120362,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,JNE3880,JNE3880-DR-S,Western Dress,S,B09SDXVG4X,Shipped,1,USD,6.391,BENGALURU,KARNATAKA,560016,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-5057837-4262765,2022-06-29,Pending,Amazon,Amazon.in,Expedited,SET224,SET224-KR-NP-XXXL,Set,3XL,B08MXGD5FG,Unshipped,1,USD,12.078,HYDERABAD,TELANGANA,500034,IN,No-Promo,False,Others
405-8042155-1489153,2022-06-29,Pending,Amazon,Amazon.in,Expedited,SET310,SET310-KR-NP-XXL,Set,XXL,B09RKDLD1W,Unshipped,1,USD,10.988999999999999,Thane,MAHARASHTRA,400612,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-9422418-9209916,2022-06-29,Pending,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-M,Western Dress,M,B09SDY8DCT,Unshipped,1,USD,8.084999999999999,LUCKNOW,UTTAR PRADESH,226010,IN,No-Promo,False,Easy Ship
405-6628868-6486701,2022-06-29,Pending,Merchant,Amazon.in,Standard,JNE3265,JNE3265-KR-M,kurta,M,B07R527BFQ,Unshipped,1,USD,3.4979999999999998,COIMBATORE,TAMIL NADU,641044,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
405-6628868-6486701,2022-06-29,Pending,Merchant,Amazon.in,Standard,JNE3534,JNE3534-KR-M,kurta,M,B08BK6CNDS,Unshipped,1,USD,3.795,COIMBATORE,TAMIL NADU,641044,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
171-3011583-2245967,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,JNE3887,JNE3887-KR-S,kurta,S,B09TZX7G1Q,Shipped,1,USD,5.786,MUMBAI,MAHARASHTRA,400104,IN,No-Promo,False,Others
404-6992888-8901130,2022-06-29,Pending,Merchant,Amazon.in,Standard,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Unshipped,1,USD,7.688999999999999,NEW DELHI,DELHI,110077,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
171-2582729-9748363,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,JNE3543,JNE3543-KR-XS,kurta,XS,B09HMNBMYC,Shipped,1,USD,3.9269999999999996,THANE,MAHARASHTRA,400605,IN,No-Promo,False,Others
402-4362693-1270734,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-L,kurta,L,B08YYYDN9R,Shipped,1,USD,7.7989999999999995,HABRA,WEST BENGAL,743272,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
171-9438404-6338721,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,MEN5024,MEN5024-KR-M,kurta,M,B08YYTTNY5,Shipped,1,USD,7.095,Pune,MAHARASHTRA,411020,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-7597576-7141957,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,J0382,J0382-SKD-S,Set,S,B09M6YB5VM,Shipped,1,USD,0.0,HYDERABAD,TELANGANA,502032,IN,No-Promo,False,Others
403-6201490-5155555,2022-06-29,Pending,Amazon,Amazon.in,Expedited,JNE3810,JNE3810-KR-M,kurta,M,B09RKCK42L,Unshipped,1,USD,6.2589999999999995,THANE,MAHARASHTRA,400610,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-1876400-4507533,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,JNE3834,JNE3834-KR-M,kurta,M,B09Q3HSG1T,Shipped,1,USD,7.579,ATHIRAMPUZHA,KERALA,686562,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
171-2865822-8208317,2022-06-29,Pending,Amazon,Amazon.in,Expedited,JNE3701,JNE3701-KR-S,kurta,S,B094FM7FSB,Unshipped,1,USD,3.663,MANGALORE,KARNATAKA,575006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
407-8311590-1101937,2022-06-29,Pending,Merchant,Amazon.in,Standard,J0175,J0175-KR-M,kurta,M,B08N1C6P4L,Unshipped,1,USD,5.236,JAMMU,JAMMU & KASHMIR,180005,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
407-8311590-1101937,2022-06-29,Pending,Merchant,Amazon.in,Standard,SET444,SET444-KR-SH-S,Set,S,B0B3NB1765,Unshipped,1,USD,9.889,JAMMU,JAMMU & KASHMIR,180005,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
407-8156698-6909161,2022-06-29,Pending,Amazon,Amazon.in,Expedited,JNE3837,JNE3837-KR-S,kurta,S,B09RKC6YGB,Unshipped,1,USD,5.8629999999999995,JAMMU,JAMMU & KASHMIR,180005,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-0064612-3599564,2022-06-29,Pending,Merchant,Amazon.in,Standard,J0236,J0236-SKD-M,Set,M,B08ZYP5VBV,Unshipped,1,USD,10.131,VARANASI,UTTAR PRADESH,221002,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
171-6202792-2373910,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,JNE3697,JNE3697-KR-M,kurta,M,B098136DNF,Shipped,1,USD,5.346,PALUVAI,KERALA,680104,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-6243176-1607561,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,J0005,J0005-DR-S,Western Dress,S,B08B3YK5R3,Shipped,1,USD,9.889,AHMEDABAD,Gujarat,380051,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-6212188-6558768,2022-06-29,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,USD,8.084999999999999,TIRUCHIRAPPALLI - 620102,TAMIL NADU,620102,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-6655175-9021124,2022-06-29,Pending,Merchant,Amazon.in,Standard,SET197,SET197-KR-NP-XXXL,Set,3XL,B08B3ZKPDZ,Unshipped,1,USD,8.349,HYDERABAD,TELANGANA,500081,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-DP5M6CP4XT7YY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
408-1183855-5512366,2022-06-29,Pending,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Unshipped,1,USD,7.303999999999999,BENGALURU,KARNATAKA,560078,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
